CL,SCL,ORD,Fam,GEN,SP,REF,NEWREF,FAMLAB,GENLAB,SPLAB,COD,DISPCAT,DISP,MEGAFAUNA,AREA,HABIT,FRUIT,COLOR,COMPCOLOR,LENG,DIAM,FRFM,PDM,SDM,SEEDS,SEEDM,RY,KJG,KJFR,PCW,LIP,PRO,NSC,ASH,FIB,REFERENCE,,,Growth habit,Fruit type,Color,CompColor,Disperser type category,Disperser type,Area
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,africana,61,8,ROSACEAE,Prunus,africana,PAFR,Mixed,,No,Africa,,Drupe1,,,9.5,7.0,,,,,,,,,,,,,,,"Eriksson, O. and J. Ehrlen (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Crataegus,laevigata,74,10,ROSACEAE,Crataegu,laevigat,CLAE,Mixed,,No,NEurope,,Drupe2,,,,11.7,0.817,0.147,,2.8,,18.0,2.92,,77.4,0.014,0.027,0.111,,0.170,"Eriksson, O. and J. Ehrlen (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,emargina,41,33,ROSACEAE,Prunus,emargina,PEMA,Birds,,No,NAmerica,,Drupe1,,,,9.4,0.598,0.074,,1.0,,12.4,16.66,1.23,,0.033,0.036,0.876,0.055,0.037,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Amelanchier,ovalis,0,17,ROSACEAE,Amelanch,ovalis,AOVA,Mixed,,No,MEurope,,Berry2,,,7.0,7.3,0.195,0.069,0.022,7.3,0.0030,35.1,16.79,1.15,59.6,0.025,0.019,0.809,0.038,0.114,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosa,canina,0,17,ROSACEAE,Rosa,canina,RCAN,Mixed,,No,MEurope,,Berry2,,,15.0,9.2,0.652,0.189,0.103,11.0,0.0090,29.0,16.62,3.14,55.2,0.028,0.043,0.724,0.051,0.153,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Malus,sylvestris,0,17,ROSACEAE,Malus,sylvestr,MSYL,Mammals,,No,MEurope,,Berry2,,,29.2,30.3,13.808,2.561,0.105,3.3,0.0320,18.5,17.62,45.13,80.7,0.054,0.024,0.743,0.025,0.154,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Malus,sp.2,63,28,ROSACEAE,Malus,sp.2,MSP2,Mammals,,No,NAmerica,,Berry2,,,,19.1,4.166,,,,,,16.91,,,,0.030,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,cerasus,74,10,ROSACEAE,Prunus,cerasus,PCER,Mixed,,No,NEurope,,Drupe1,,,,19.3,0.312,0.020,,1.0,,6.5,7.40,,84.9,0.010,0.019,0.397,,0.100,"Eriksson, O. and J. Ehrlen (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Pyrus,amygdaliformis,64,5,ROSACEAE,Pyrus,amygdali,PAMY,Mammals,,No,NEurope,,Berry2,,,,,,,,,,,6.78,,73.0,0.010,0.010,0.370,,,"Debussche, M., J. Cortez and I. Rimbault (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Cotoneaster,integerrimus,0,17,ROSACEAE,Cotoneas,integerr,CINT,Mixed,,No,NEurope,,Drupe2,,,7.0,5.7,0.096,0.016,0.038,2.0,0.0190,10.0,,,50.4,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosa,multiflora,19,36,ROSACEAE,Rosa,multiflo,RMUL,Mixed,,No,NAmerica,,Berry2,,,6.0,,0.173,,,,,,18.17,,58.0,,0.048,,,,"Sherburne, J.A. (1972)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Sorbus,latifolia,0,17,ROSACEAE,Sorbus,latifoli,SLAT,Mixed,,No,NEurope,,Berry2,,,13.9,12.5,1.235,0.379,0.038,1.6,0.0240,30.7,16.70,6.33,66.2,0.022,0.024,0.662,0.036,0.256,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Sorbus,torminalis,0,17,ROSACEAE,Sorbus,torminal,STOR,Mixed,,No,MEurope,,Berry2,,,11.6,9.8,0.765,0.293,0.052,2.5,0.0210,38.3,16.74,4.91,54.8,0.029,0.019,0.561,0.041,0.350,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,turnerana1,3,46,ROSACEAE,Prunus,turneran1,PTUR1,Mixed,,No,NAmerica,,Drupe1,,,,,,,,,,,17.20,,82.9,0.032,0.099,0.825,0.044,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Pyrus,bourgaeana,0,17,ROSACEAE,Pyrus,bourgaea,PBOU,Mammals,,No,MEurope,,Berry2,,,20.5,23.3,6.754,2.639,0.234,7.9,0.0300,39.1,16.66,43.97,57.5,0.007,0.036,0.477,0.020,0.460,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,padus2,0,17,ROSACEAE,Prunus,padus2,PPAD2,Birds,,No,NEurope,,Drupe1,,,7.9,7.9,0.307,0.073,0.070,1.0,0.0700,23.7,16.16,1.17,53.9,0.008,0.052,0.724,0.053,0.164,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Sorbus,aria,0,17,ROSACEAE,Sorbus,aria,SARI,Mixed,,No,MEurope,,Berry2,,,11.0,11.0,0.689,0.255,0.030,3.8,0.0080,37.1,17.04,4.35,53.2,0.028,0.030,0.616,0.024,0.301,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Sorbus,scopulina,41,33,ROSACEAE,Sorbus,scopulin,SSCO,Mixed,,No,NAmerica,,Berry2,,,,9.7,0.452,0.059,,3.2,,13.1,,,,,,,,,"Piper, J.K. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rubus,ulmifolius,0,17,ROSACEAE,Rubus,ulmifoli,RULM,Mixed,,No,MEurope,,Other,,,13.1,11.8,0.729,0.126,0.087,28.8,0.0020,17.3,19.17,2.41,78.7,0.035,0.059,0.876,0.029,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rubus,saxatilis,74,10,ROSACEAE,Rubus,saxatili,RUSA,Mixed,,No,NEurope,,Other,,,,8.0,0.391,0.022,,2.0,,5.7,6.00,,94.0,0.014,0.024,0.298,,0.121,"Eriksson, O. and J. Ehrlen (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Sorbus,americana,3,46,ROSACEAE,Sorbus,american,SAME,Mixed,,No,NAmerica,,Berry2,,,,,0.268,0.055,0.011,,,20.5,,,,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosa,villosa,74,10,ROSACEAE,Rosa,villosa,RVIL,Mixed,,No,NEurope,,Berry2,,,,15.3,1.300,0.352,,23.0,,27.1,4.27,,68.1,0.008,0.025,0.208,,0.140,"Eriksson, O. and J. Ehrlen (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosa,sp.2,0,17,ROSACEAE,Rosa,sp.2,RSP2,Mixed,,No,MEurope,,Berry2,,,10.3,10.4,0.555,0.156,0.081,5.9,0.0140,28.2,,,57.3,,,,0.026,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rubus,parviflorus1,70,14,ROSACEAE,Rubus,parviflo1,RPAR1,Mixed,,No,Australasia,,Other,,,,,0.285,0.020,0.023,14.1,0.0020,7.0,,,91.3,0.044,0.046,,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Malus,sp.1,63,28,ROSACEAE,Malus,sp.1,MSP1,Mammals,,No,NAmerica,,Berry2,,,,13.3,0.993,,,,,,17.50,,,,0.125,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Crataegus,monogyna,0,17,ROSACEAE,Crataegu,monogyna,CMON,Mixed,,No,MEurope,,Drupe1,,,12.1,9.3,0.675,0.171,0.124,1.0,0.1240,25.3,16.91,2.89,56.4,0.023,0.025,0.724,0.043,0.205,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosa,sp.1,0,17,ROSACEAE,Rosa,sp.1,RSP1,Mixed,,No,MEurope,,Berry2,,,13.0,9.4,0.452,0.122,0.101,8.6,0.0120,27.0,16.24,1.98,50.7,0.017,0.041,0.726,0.059,0.156,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosa,sect.synstylae,64,5,ROSACEAE,Rosa,sect.syn,RSYN,Mixed,,No,NEurope,,Berry2,,,,,,,,,,,4.65,,45.0,0.010,0.030,0.220,,,"Debussche, M., J. Cortez and I. Rimbault (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Amelanchier,alnifolia,41,33,ROSACEAE,Amelanch,alnifoli,AALN,Mixed,,No,NAmerica,,Berry2,,,,9.2,0.458,0.071,,1.6,,3.7,,,,,,,,,"Piper, J.K. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,virginiana,19,36,ROSACEAE,Prunus,virginia,PVIR,Mixed,,No,NAmerica,,Drupe1,,,8.5,,0.445,,,1.0,,,17.12,,85.0,,0.024,,,,"Sherburne, J.A. (1972)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,turnerana2,43,4,ROSACEAE,Prunus,turneran2,PTUR2,Mixed,,No,Australasia,,Drupe1,,,29.1,23.7,9.400,1.165,,,,12.4,,,78.2,0.033,0.062,,,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Photinia,serrulata,63,28,ROSACEAE,Photinia,serrulat,PSER,Mixed,,No,NAmerica,,Berry2,,,,6.1,0.112,,,,,,19.09,,,,0.085,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Crataegus,calycina,74,10,ROSACEAE,Crataegu,calycina,CCAL,Mixed,,No,NEurope,,Drupe1,,,,9.8,0.629,0.141,,1.0,,22.4,,,72.5,,,,,,"Piper, J.K. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rosa,dumalis,74,10,ROSACEAE,Rosa,dumalis,RDUM,Mixed,,No,NEurope,,Berry2,,,,12.8,1.781,0.519,,15.5,,29.1,3.08,,66.2,0.005,0.025,0.144,,0.011,"Eriksson, O. and J. Ehrlen (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,padus1,74,10,ROSACEAE,Prunus,padus,PPAD1,Mixed,,No,NEurope,,Drupe1,,,,8.3,0.332,0.054,,1.0,,16.4,6.72,,78.4,0.013,0.051,0.313,,0.197,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,avium2,0,17,ROSACEAE,Prunus,avium2,PAVI2,Mixed,,No,NEurope,,Drupe1,,,,,,,,1.0,,,4.81,,,0.016,0.118,,,0.116,"Piper, J.K. (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,avium1,74,10,ROSACEAE,Prunus,avium1,PAVI1,Mixed,,No,NEurope,,Drupe1,,,,15.2,1.597,0.269,,1.0,,16.9,8.57,,81.8,0.018,0.016,0.451,,0.050,"Wheelwright, N.T., W.A. Haber, K.G. Murray and C. Guindon (1984)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,spinosa,0,17,ROSACEAE,Prunus,spinosa,PSPI,Mixed,,No,NEurope,,Drupe1,,,12.7,13.9,1.631,0.261,0.242,1.0,0.2420,16.0,16.49,4.30,68.9,0.022,0.041,0.608,0.050,0.279,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Pyracantha,cocciniea,63,28,ROSACEAE,Pyracant,coccinie,PCOC,Birds,,No,NAmerica,,Drupe1,,,,9.2,0.211,,,,,,17.08,,,,0.016,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Prunus,prostrat,0,17,ROSACEAE,Prunus,prostrat,PPRO,Birds,,No,MEurope,,Drupe1,,,7.1,7.1,0.215,0.023,0.035,1.0,0.0350,10.8,17.71,0.41,67.2,0.035,0.052,0.758,0.048,0.157,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Rubus,sp.1,38,49,ROSACEAE,Rubus,sp.1,RSP1,Mixed,,No,NTAmerica,,Berry2,,,18.1,13.8,2.000,0.154,0.172,68.9,0.0030,7.7,,,83.7,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Rosales,Rosaceae,Fragaria,vesca,0,17,ROSACEAE,Fragaria,vesca,FVES,Mammals,,No,NEurope,,Other,,,9.4,9.5,0.274,0.037,0.026,88.0,0.0003,13.6,,,76.9,,,,,,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Rutaceae,Euodia,xanthoxyloides,43,4,RUTACEAE,Euodia,xanthoxy,EXAN,Mixed,,No,Australasia,,,,,3.1,3.1,,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Rutaceae,Vepris,stolzii,61,8,RUTACEAE,Vepris,stolzii,VSTOL,Birds,,No,Africa,,Drupe1,,,17.0,17.0,,,,,,,,,,,,,,,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Rutaceae,Clausena,anisata,61,8,RUTACEAE,Clausena,anisata,CANI,Birds,,No,Africa,,Berry1,,,12.5,12.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Rutaceae,Acronychia,vestita,43,4,RUTACEAE,Acronych,vestita,AVES,Mixed,,No,Australasia,,,,,25.5,21.5,5.720,0.463,,,,8.1,,,89.4,0.053,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Rutaceae,Stauranthus,sp.,5,37,RUTACEAE,Staurant,sp.,STSP,Mammals,,No,NTAmerica,,Drupe1,,,30.0,25.0,8.600,1.000,1.688,1.0,5.4000,11.6,17.20,17.19,68.8,0.087,0.080,0.690,0.064,,"Snow, B.K. (1977)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Rutaceae,Teclea,natalensis,36,43,RUTACEAE,Teclea,natalens,TNAT,Mammals,,No,Africa,,Drupe1,,,19.2,12.0,1.120,,,1.0,,,15.32,,,0.034,0.101,0.738,0.040,0.017,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Rutaceae,Vepris,undulata,10,15,RUTACEAE,Vepris,undulata,VUND,Mammals,,No,Africa,,Berry2,,,,,0.201,0.046,0.036,4.0,0.0090,22.9,22.44,1.03,59.3,0.184,0.115,0.637,0.064,0.123,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Rutaceae,Vepris,lanceolata,36,43,RUTACEAE,Vepris,lanceola,VLAN,Mammals,,No,Africa,,Drupe1,,,,,,,,,,,16.79,,,0.161,0.104,0.536,0.096,0.104,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Caloncoba,welwitschii,40,41,SALICACE,Caloncob,welwitsc,CWEL,Mixed,,No,Africa,,Berry2,,,,,,,,,,,20.88,,73.0,0.185,0.065,0.734,0.016,,"Sourd, C. and A. Gauthier-Hion (1986)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Dovyalis,longispina1,10,15,SALICACE,Dovyalis,longisp1,DLON1,Mixed,,No,Africa,,Aril,,,,,3.241,0.355,0.050,2.0,0.0250,11.0,17.58,6.24,87.5,0.008,0.048,0.912,0.032,0.040,"Frost, P.G.H. (1980)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Dovyalis,longispina2,36,43,SALICACE,Dovyalis,longisp2,DLON2,Mixed,,No,Africa,,Aril,,,,,,,,,,,15.70,,,0.008,0.048,0.872,0.032,0.040,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Casearia,battiscombei,61,8,SALICACE,Casearia,battisco,CBAT,Birds,,No,Africa,,Aril,,,18.0,12.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Scolopia,stolzii,61,8,SALICACE,Scolopia,stolzii,STOL,Mammals,,No,Africa,,Berry1,,,17.5,17.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Aphloia,theiformis,61,8,SALICACE,Aphloia,theiform,ATHE,Mixed,,No,Africa,,Berry1,,,10.5,8.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Kiggelaria,africana,61,8,SALICACE,Kiggelar,africana,KAFR,Birds,,No,Africa,,Aril,,,6.5,6.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Laetia,procera,71,9,SALICACE,Laetia,procera,LPRO,Birds,,No,NTAmerica,,Aril,,,9.0,9.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Malpighiales,Salicaceae,Hasseltia,floribunda,35,48,SALICACE,Hasselti,floribun,HFLO,Birds,,No,NTAmerica,,Berry1,,,,,0.228,0.023,0.045,2.0,0.0220,10.1,17.29,0.40,87.3,,0.011,,,,"Worthington, A.H. (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Viscum,album,0,17,SANTALAC,Viscum,album,VALB,Birds,,No,MEurope,,Drupe1,,,8.3,7.5,0.294,0.058,0.011,1.0,0.0110,19.7,18.17,1.05,76.9,0.086,0.041,0.739,0.039,0.095,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Exocarpus,cupressiformis,70,14,SANTALAC,Exocarpu,cupressi,ECUP,Birds,,No,Australasia,,Drupe1,,,,,0.282,0.052,0.042,1.0,0.0420,18.4,11.81,0.61,76.8,0.044,0.030,0.567,,,"French, K. (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Viscum,nervosum,61,8,SANTALAC,Viscum,nervosum,VNER,Birds,,No,Africa,,Drupe1,,,5.0,5.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Phoradendron,californicum,20,44,SANTALAC,Phoraden,californ,PCAL,Birds,,No,NAmerica,,Drupe1,,,,,,0.159,,1.0,,,22.10,0.35,,0.150,0.075,0.775,,,"Walsberg, G.E. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Viscum,shirense,61,8,SANTALAC,Viscum,shirense,VSHI,Birds,,No,Africa,,Drupe1,,,5.0,5.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Osyris,lanceolata,61,8,SANTALAC,Osyris,lanceola,OLAN,Birds,,No,Africa,,Drupe1,,,9.0,9.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Phoradendron,sp.1,3,46,SANTALAC,Phoraden,sp.1,PSP.1,Birds,,No,NTAmerica,,Drupe1,,,,,,,,,,,28.17,,55.4,0.527,0.058,0.381,0.034,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Dendrophtora,costaricensis,38,49,SANTALAC,Dendroph,costaric,DCOS,Birds,,No,NTAmerica,,Drupe1,,,3.6,5.2,0.044,0.001,0.002,1.0,0.0020,2.0,,,91.6,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Phoradendron,robustissimum,38,49,SANTALAC,Phoraden,robustis,PROB,Birds,,No,NTAmerica,,Drupe1,,,6.0,4.0,0.070,0.015,0.015,1.0,0.0150,21.1,,,57.7,,,,,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Osyris,alba,0,17,SANTALAC,Osyris,alba,OALB,Birds,Small birds,No,MEurope,Shrub,Drupe1,Orange,Monocolor,8.3,9.4,0.489,0.096,0.099,1.0,0.0990,19.6,16.99,1.63,60.0,0.015,0.054,0.856,0.032,0.064,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Phoradendron,serotinum,63,28,SANTALAC,Phoraden,serotinu,PSER,Birds,,No,NAmerica,,Drupe1,,,,6.7,0.112,,,,,,18.38,,,,0.052,,,,"McPherson, J.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Notothixos,subaureus,43,4,SANTALAC,Notothix,subaureu,NSUB,Birds,,No,Australasia,,Drupe1,,,5.5,5.5,0.110,0.020,,,,17.9,,,81.5,0.045,0.083,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Phoradendron,jenmanii,59,34,SANTALAC,Phoraden,jenmanii,PJEN,Birds,,No,NTAmerica,,Drupe1,,,7.0,4.0,,0.003,0.001,1.0,0.0010,11.5,15.53,0.05,84.4,0.029,0.218,0.613,0.101,0.023,"Restrepo, C. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Viscum,cruciatum,0,17,SANTALAC,Viscum,cruciatu,VCRU,Birds,,No,MEurope,,Drupe1,,,5.8,6.2,0.151,0.032,0.011,1.0,0.0110,21.1,19.38,0.62,71.4,0.143,0.059,0.601,0.046,0.151,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Santalales,Santalaceae,Osyris,quadripartita,0,17,SANTALAC,Osyris,quadripa,OQUA,Birds,Small birds,No,MEurope,Shrub,Drupe1,Orange,Monocolor,7.5,7.3,0.245,0.023,0.080,1.0,0.0800,9.4,15.99,0.37,57.8,0.014,0.063,0.737,0.082,0.113,"Herrera, C.M. (1987)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Pancovia,golungensis,36,43,SAPINDAC,Pancovia,golungen,PGOL,Mixed,,No,Africa,,,,,,,,,,,,,15.40,,,0.004,0.062,0.849,0.033,0.054,"Viljoen, S. (1983)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Gonophyllum,falcatum,43,4,SAPINDAC,Gonophyl,falcatum,GFAL,Mixed,,No,Australasia,,,,,13.1,8.7,0.750,,,,,,,,,,,,,,"Crome, F.H.J. (1975)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Paullinia,turbacensis,3,46,SAPINDAC,Paullini,turbacen,PTUR,Mixed,,No,NTAmerica,,,,,,,,,,,,,17.20,,82.9,0.032,0.099,0.825,0.044,,"White, S.C. (1974)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Zanha,golungensis,75,35,SAPINDAC,Zanha,golungen,ZGOL,Mixed,,No,Africa,,Berry2,,,,,,,,,,,,,58.5,0.011,0.051,0.480,,0.117,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Gambeya,africana,75,35,SAPINDAC,Gambeya,africana,GAFR,Mixed,,No,Africa,,Berry2,,,,,,,,,,,,,74.1,0.319,0.069,0.178,,0.389,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Talisia,sp.,71,9,SAPINDAC,Talisia,sp.,TAL1,Birds,,No,NTAmerica,,Berry2,,,21.0,13.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Allophylus,chaunostachys,61,8,SAPINDAC,Allophyl,chaunost,ACHA,Mixed,,No,Africa,,Drupe1,,,6.5,6.5,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Blighia,unijugata,61,8,SAPINDAC,Blighia,unijugat,BUNI,Birds,,No,Africa,,Aril,,,13.0,7.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Tristiropsis,acutangula,73,31,SAPINDAC,Tristiro,acutangu,TACU,Birds,,No,Australasia,,Drupe1,,,,,6.220,,,1.0,,,,,,,0.054,,,0.237,"O'Dowd, D.J. and P.S. Lake (1991)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Sapindaceae,Allophylus,abyssinicus,61,8,SAPINDAC,Allophyl,abyssini,AABY,Mixed,,No,Africa,,Drupe1,,,9.0,8.0,,,,,,,,,,,,,,,"Dowsett-Lemaire, F. (1988)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Simaroubaceae,Irvingia,grandifolia,75,35,SIMAROUB,Irvingia,grandifo,IGRA,Mixed,Mixed,No,Africa,,Drupe1,,,,,,,,,,,,,70.2,0.010,0.029,0.608,,0.069,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Simaroubaceae,Simarouba,amara1,71,9,SIMAROUB,Simaroub,amara1,SAMA1,Birds,,No,NTAmerica,,Drupe1,,,19.0,9.0,,,,,,,,,,,,,,,"Erard, C., M. Thery and D. Sabatier (1989)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Simaroubaceae,Simarouba,glauca,38,49,SIMAROUB,Simaroub,glauca,SGLA,Mixed,Mixed,No,NTAmerica,,Drupe1,,,22.8,16.0,3.430,0.391,0.865,1.0,0.8650,11.4,16.58,6.48,63.4,0.021,0.048,0.885,0.047,,"Herrera, C.M. and P. Jordano (unpubl. data)",,,,,,,,,
Magnoliopsida,Rosidae,Sapindales,Simaroubaceae,Klainedoxa,gabonensis,75,35,SIMAROUB,Klainedo,gabonens,KGAB,Mixed,Mixed,No,Africa,,Drupe1,,,,,,,,,,,,,53.4,0.002,0.021,0.441,,0.207,"Rogers, M.E., F. Maisels, E.A. Williamson, M. Fernández and C.E.G. Tutin (1990)",,,,,,,,,
